experiment_name,train_source,accuracy,f1,recall,precision,loss,avg_loss (entropy or MMD),forgetting,original_accuracy,adapted_accuracy
organcmnist,organsmnist,74.07454252243042,0.6847455777548166,0.6855776689774887,0.7063290091251907,1.3856088676968137,0.0017435827770748654,0.011330842971801758,80.20845055580139,80.19711971282959
organamnist_blured,organsmnist,41.04878604412079,0.38252908315703404,0.4118903429465323,0.40113630848692144,4.956952925868657,0.0009545718846113786,-0.14727115631103516,80.20845055580139,80.35572171211243
organamnist_gaussian,organsmnist,41.32075607776642,0.37221515315310066,0.4049521129554004,0.3862209287876413,4.8857570585997205,0.0007985821236734805,0.011330842971801758,80.20845055580139,80.19711971282959
organamnist_poisson,organsmnist,36.4847868680954,0.3234016556628618,0.35542253413154573,0.3365613136023205,5.8923393954401435,0.0007732457440832387,0.05664825439453125,80.20845055580139,80.15180230140686
organcmnist_blured,organsmnist,71.00029587745667,0.6566228983748572,0.6575022570302307,0.6777031872265903,1.6456795270378526,0.001737144508877316,0.0,80.20845055580139,80.20845055580139
organcmnist_gaussian,organsmnist,72.7006733417511,0.6678003342063059,0.6694438041479299,0.6898595053958999,1.5298669576644897,0.0015929811709635966,0.3738522529602051,80.20845055580139,79.83459830284119
organcmnist_poisson,organsmnist,65.09349942207336,0.5894110795168033,0.5889937658159448,0.6133515231142046,2.3484085334313884,0.0011055669269046267,0.04531741142272949,80.20845055580139,80.16313314437866
organsmnist_blured,organsmnist,87.26745843887329,0.831736547492797,0.8316875096494915,0.8377938284279594,0.5259049319978898,0.0021258489734630294,0.11329054832458496,80.20845055580139,80.0951600074768
organsmnist_gaussian,organsmnist,88.14406394958496,0.8387618952467663,0.8389502071040909,0.8448538540215614,0.47785312640787986,0.0025081819084090025,-0.12461543083190918,80.20845055580139,80.3330659866333
organsmnist_poisson,organsmnist,80.82582950592041,0.7615537250564581,0.7603701970668809,0.7680077736029817,0.9366033419134653,0.0014436577782413077,-0.11328458786010742,80.20845055580139,80.3217351436615
